BaseCourseNo,Slot,CourseName,NewCredit,OfferedforBTechDD,AllocationType,InstructorName,Prerequisite
MS6022,WW,Artificial Intelligence (AI) for Management,9,No,,SAJI MATHEW,
MS6580,WW,Sales and Distribution Management,6,No,,PRATHAMESH VIVEK KITTUR,
MS6600,WW,Global Corporate Governance,6,No,,ARUN KUMAR G,
MS6710,WW,Financial Risk Management,6,No,,KRISHNA PRASANA P,NIL
MS7035,WW,Managing Technology and Innovation for Manufacturing,6,No,,PRAKASH SAI L,NIL
OE5030,WW,Wave Hydrodynamics,10,No,,MURALI K,NIL
BT2121,X ,Genetic Engineering Laboratory,8,No,,BASKAR R,
BT4911,X ,Project,0,No,,SATHYANARAYANA N GUMMADI,
CE1020,X ,Functional Design of Buildings,6,No,,RAMAMURTHY K,NIL
HS5070,X ,Science and Society,12,No,,SATYA SUNDAR SETHY,
HS5611,X ,English Phonetics and Phonology,12,No,,RAJESH KUMAR,
HS7080,X ,Philosophy of Language,9,No,,SATYA SUNDAR SETHY,
ME1100,X ,Thermodynamics,10,No,,SHYAMA PRASAD DAS,Nil
ME1480,X ,Engineering Drawing,7,No,,Sourav Rakshit,
OE6906,X ,M. Tech ocean Structures project - Phase II,40,No,,NARENDRAN K; NILANJAN SAHA; POGULURI SUNNY KUMAR; SURESH; Vijayakumar R,
PE6203,X ,MTech Petroleum Engineering Project - Phase III,40,No,,ABDUS SAMAD; SHANMUGAM P; SURESH KUMAR G,
PH4999,X ,Undergraduate Research Project,9,No,,SIDDHARTH DATTATRAYA DHOMKAR,COT
PH6999,X ,Special Topics in Physics,3,No,,MANU JAISWAL,Nil
AM4901,XX,Undergraduate Research Project I,9,Yes,SI,SAYAN GUPTA,
AM5013,XX,Operating Theater Instrumentation and Surgical Technology,9,Yes,SI,RAMAKRISHNAN S,Basic course on Biomedical Instrumentation
AM5020,XX,Biomedical Ultrasonics,9,No,,ARUN KUMAR THITTAI,
AM5200,XX,Summer Industrial Internship,15,No,,ARUL PRAKASH K; GANESH TAMADAPU; SAUMENDRA KUMAR BAJPAI,
AM5401,XX,Project I,30,No,,ARUL PRAKASH K; Anubhab Roy; GANESH TAMADAPU; RAGHAVENDRA SAI V V; SAUMENDRA KUMAR BAJPAI; SHUVRANGSU DAS,
AS3270,XX,Propulsion I,10,No,,AMIT KUMAR,
AS5030W,XX,Aerospace Structures,11,No,,MURTHY H S N,
AS5100,XX,Mini Project,12,No,,MURTHY H S N,NIL
BT5390,XX,Introduction to Developmental Biology,9,Yes,ST,SUBRAMANIAM K,
BT5932,XX,MTech Bioprocess Engineering Project II,40,No,,MEIYAPPAN LAKSHMANAN,
BT6999,XX,Special Topics in Biotechnology,9,No,,SANJIB SENAPATI,Nil
CE4020,XX,Industrial Lecture,3,No,,RAMAMURTHY K,
CE4050,XX,Under graduate Project I,13,Yes,SI,NIKHIL BUGALIA IITM,
CE5010W,XX,Introduction to Bridge Engineering,10,No,,RUPEN GOSWAMI,
CE5040W,XX,Design Studio in Bridge Engineering,9,No,,MEHER PRASAD A,
CE5225,XX,Numerical techniques in civil engineering,10,No,,ALAGAPPAN,
CE5331,XX,Metro systems and engineering,9,No,,SUBHADEEP BANERJEE,
CE5335,XX,Metro Internship,6,No,,SUBHADEEP BANERJEE,"Nil, for PG Diploma students only"
CE6999,XX,Special Topics in Civil Engineering,6,No,,BENNY RAPHAEL,
CE6999,XX,Special Topics in Civil Engineering,9,No,,BENNY RAPHAEL,Nil
CH4901,XX,Undergraduate Research 1,9,Yes,SI,RAVI KRISHNA R,
CH5415,XX,Constructal Design in Engineering Systems ,9,No,,TANMAY BASAK,NONE
CH7999,XX,Special Topics in Chemical Engineering,9,No,,NIKET KAISARE,Nil
CS6700,XX,Reinforcement Learning,12,No,,RAVINDRAN B,
CS6999,XX,Special Topics in Computer Science and Engineering,6,No,,KRISHNA NANDIVADA V,
CS6999,XX,Special Topics in Computer Science and Engineering,9,No,,KRISHNA NANDIVADA V,Nil
CY6025,XX,Project I,9,No,,SEKAR G,COT
CY6026,XX,Project II,18,No,,SEKAR G,COT
CYPCT0,XX,Preparatory Course Theory,9,No,,DAWANDE SUDAM GANPAT; Hema Chandra ; MURALEEDHARAN K M,
DA5411,XX,Project 2,46,No,,RAVINDRAN B,
ED5012,XX,Advanced Applications of Human Factors,9,Yes,SI,VENKATESH BALASUBRAMANIAN,Undergraduate Students to have completed ED3010/ C
ED5021,XX,Battery Charging Technology ,12,No,,DEEPAK RONANKI,
ED5350,XX,Electric Vehicle Engineering and Development ,9,No,,Ravikanth Balaji,
ED5601,XX,Project I (Industry),40,No,,SARAVANA KUMAR G,
ED5603,XX,Project III,35,No,,Jayaganthan,
ED6008,XX,Industry 4.0 and Smart Manufacturing,9,No,,SHANKAR RAM C S,
EE1100,XX,Basic Electrical Engineering,10,No,,SWARUP K S,
EE4900,XX,B.Tech Project,27,Yes,SI,Avishek,
EE5313,XX,Semiconductor Device Modelling,12,No,,ANJAN CHAKRAVORTHY,
EE6999,XX,Special Topics in Electrical Engineering,6,No,,SUDHARSANAN SRINIVASAN,
EE6999,XX,Special Topics in Electrical Engineering,9,No,,SUDHARSANAN SRINIVASAN,
EP4150,XX,Project ,18,Yes,SI,NIRMALA R,
GN5005,XX,Nurturing Women’s Leadership Potential,9,Yes,SI,INDUMATHI MANIVANNAN NAMBI; MALATI RAGHUNATH,
HS4100,XX,German III,10,Yes,SI,MILIND BRAHME,HS1100
HS5061,XX,Migration and Development,9,No,,THANGGOULEN KIPGEN,NIL
HS5970,XX,Project,12,Yes,ST,SOLOMON J BENJAMIN; UMASANKAR PATRA,
HS6024,XX,Advanced Studies in Indian Cinema,12,No,,AYSHA IQBAL,NIL
HS7090,XX,Philosophical Hermeneutics,9,No,,SREEKUMAR N,
ID1300A,XX,Recreation Course_Bharatanatyam,2,No,,RAJESH KUMAR,
ID1300B,XX,Recreation Course_Carnatic music,2,No,,RAJESH KUMAR,
ID1300C,XX,Recreation Course_Film Making,2,No,,RAJESH KUMAR,
ID1300D,XX,Recreation Course_Flute,2,No,,RAJESH KUMAR,
ID1300E,XX,Recreation Course_Guitar,2,No,,RAJESH KUMAR,
ID1300F,XX,Recreation Course_Hapkido,2,No,,RAJESH KUMAR,
ID1300G,XX,Recreation Course_Jazz,2,No,,RAJESH KUMAR,
ID1300H,XX,Recreation Course_Painting,2,No,,RAJESH KUMAR,
ID1300I,XX,Recreation Course_Communication Oriented Soft skills,2,No,,RAJESH KUMAR,
ID1300J,XX,Recreation Course_Song Writing,2,No,,RAJESH KUMAR,
ID1300K,XX,Recreation Course_Spoken Tamil,2,No,,RAJESH KUMAR,
ID1300L,XX,Recreation Course_Violin,2,No,,RAJESH KUMAR,
ID1300M,XX,Recreation Course_Web and Mobile app Development,2,No,,RAJESH KUMAR,
ID1300N,XX,Recreation Course_Yoga,2,No,,YAMIJALA S R K CHAITANYA SHARMA,
ID1300P,XX,Recreation Course_Outdoor Circuit,2,No,,RAJESH KUMAR,
ID4031,XX,Innovation and Entrepreneurship - A Multidisciplinary Approach,9,Yes,SI,PRADEEP T,
ID5011,XX,A Hybrid Course on Water Quality – An approach to People’s Water Data,9,Yes,SI,PRADEEP T,"Interested in clean water, environment, sustainability"
ID5060,XX,First Principles tools in Engineering,9,No,,SAYAN GUPTA,
ID5101,XX,Innovative Entrepreneur - 1 Customer Discovery,9,Yes,SI,SATYANARAYANAN S,
ID5191,XX,Project II,20,No,,Abhishek Misra; Vidya Praveen Bhallamudi,
ID5192,XX,Project III,40,Yes,SI,KRISHNAMURTHY C V,
ID5290,XX,Project I,15,No,,SUJATHA N,
ID5291,XX,Project II,30,No,,SUJATHA N,
ID5292,XX,Project III,40,No,,SUJATHA N,
ID5390,XX,Project I,15,No,,PRASAD PATNAIK B S V,
ID5391,XX,Project II,30,No,,PRASAD PATNAIK B S V,
ID5392,XX,Project III,40,No,,PRASAD PATNAIK B S V,
ID5500,XX,Battery Technology,9,No,,KOTHANDARAMAN RAMANUJAM,
ID5692,XX,Project III,42,No,,Nirav Patel,
ID5791,XX,Project II,20,No,,Prabha Mandayam; Vidya Praveen Bhallamudi,
ID5792,XX,Project III,40,Yes,SI,Prabha Mandayam,
ID5890,XX,Project I,15,No,,SAYAN GUPTA,
ID5891,XX,Project II,30,No,,SAYAN GUPTA,
ID5891,XX,Project II,30,Yes,ST,SAYAN GUPTA,
ID5892,XX,Project III,40,No,,SAYAN GUPTA,
ID5892,XX,Project III,40,Yes,SI,KRISHNAMURTHY C V,
MA1102,XX,Series and Matrices,10,No,,ARINDAMA SINGH,
ME4490,XX,B.Tech. Project,27,Yes,CG,SUJATHA SRINIVASAN,
MM5250,XX,Additive Manufacturing,9,No,,MURUGAIYAN A,COT
MS5004,XX,Basics of Accounting and Finance,0,No,,KRISHNA PRASANA P,
MS5025,XX,Game Theory for Business,6,No,,AMIT R K,
MS5221,XX,Group Processes in Organisations,6,No,,RUPASHREE BARAL,
MS5260,XX,Management Information Systems,6,No,,IMON CHAKRABORTY; RANGARAJA SUNDRARAJ P,NIL
MS5460,XX,Compensation Management,6,No,,SRINIVASAN S,NIL
MS5561,XX,Information Systems Analysis,6,No,,Nargis Pervin,
MS5690,XX,Computational Finance,6,No,,THENMOZHI M,NIL
MS5729,XX,Social Media Computing,6,No,,Nargis Pervin,
MS5754,XX,Nurturing the Inner You: Developing Positive Capacities,6,No,,VIJAYALAKSHMI V,
MS6720,XX,Industrial & Services Marketing,6,No,,PRATHAMESH VIVEK KITTUR,NIL
MS6840,XX,Business Intelligence and Analytics,6,No,,SAJI MATHEW,NIL
MS6910,XX,Global Business Management,6,No,,THENMOZHI M,
MS6930,XX,Enterpreneurship,6,No,,THENMOZHI M,NIL
MS7036,XX,Manufacturing Process Optimization. ,6,No,,SRINIVASAN G,Nil
MS7470,XX,Research in HRM and OB  ,12,No,,RUPASHREE BARAL,
MS8020,XX,Empirical research -1,6,No,,THENMOZHI M,
NC1020,XX,NCC,0,No,,ETHAYARAJA MANI,
OE4051,XX,Naval Architecture and Ocean Engineering BTech Project - Phase I,9,Yes,SI,ANANTHAKRISHNAN P; ARJUN JAGANNATHAN; NARENDRAN K; SURESH; Vijayakumar R,
OE4052,XX,Naval Architecture and Ocean Engineering BTech Project - Phase II,18,Yes,SI,ANANTHAKRISHNAN P; SURESH; Vijayakumar R,
OE4912,XX,BTech/ DD Undergraduate Research Project -II,9,Yes,SI,Vijayakumar R,
OE5373,XX,Naval Architecture and Ocean Engineering DD Project - Phase III,40,Yes,SI,Abhilash; DEEPAK KUMAR; SRIRAM V,
OE6906,XX,M. Tech ocean Structures project - Phase II,40,No,,ARJUN JAGANNATHAN; Abhilash; BITHIN GHORAI; DEEPAK KUMAR; VIJAY K G,
OE6912,XX,MTech Ocean Technology Project - Phase II,40,No,,PANNEER SELVAM R; RAJIV SHARMA,
PH1020,XX,Physics II,10,No,,PREM B BISHT; SUBRAMANIAN V,
PH2070,XX,Introduction to Biological Physics,9,Yes,SI,BASUDEV ROY,"PH1010,PH1080"
PH4999,XX,Undergraduate Research Project,9,No,,RAJESH NARAYANAN,COT
PH5292,XX,Project II,18,Yes,SI,HARISH KUMAR N,
PH5300,XX,Project II,21,Yes,SI,Panchanana Khuntia,
PH5400+,XX,Comprehensive Viva Voce,4,Yes,SI,GANESAN A R,
BT4230,Y ,Environmental Biotechnology,9,No,,SURESH KUMAR RAYALA,
BT4921,Y ,Project,0,No,,SATHYANARAYANA N GUMMADI,
CE5140,Y ,Building Acoustics & Noise Control,9,No,,RAMAMURTHY K,NIL
CY5023,Y ,Organic Chemistry Laboratory,3,No,,JEGANMOHAN M; YOGESH  GANGARAM SHELKE,COT
CY5024,Y ,Physical Chemistry Laboratory,3,No,,EDAMANA PRASAD; SANGARANAYANAN M V,COT
HS5120,Y ,School Education in Modern India,9,No,,MILIND BRAHME,
HS5970,Y ,Project,12,Yes,SI,SOLOMON J BENJAMIN,
HS6090,Y ,Education & Technology ,12,No,,SATYA SUNDAR SETHY,-----
HS6130,Y ,Philosophy of Mind,9,No,,SATYA SUNDAR SETHY,
HS7003,Y ,Advanced Environmental Economics,12,No,,SABUJ KUMAR MANDAL,Microeconomics I (HS3023) and / or Principles of Economics (HS1550)
ID4100,Y ,Creative Engineering Project,9,Yes,SI,SIVAKUMAR M S,COT
ME3103,Y ,Energy Conversion System,10,No,,RAMESH A,
MM3014,Y ,Undergraduate Research in Materials - 1,5,No,,TIJU THOMAS,Listed under Contents.
PH7999,Y ,Special Topics in Physics,3,No,,MANU JAISWAL,Nil
AE7999,YY,Special Topics in Aerospace Engineering,6,No,,MURTHY H S N,
AE7999,YY,Special Topics in Aerospace Engineering,9,No,,MURTHY H S N,Nil
AM4902,YY,Undergraduate Research  Project II,9,Yes,SI,SAYAN GUPTA,
AM5220,YY,Summer Project,10,No,,ARUL PRAKASH K; Anubhab Roy; GANESH TAMADAPU; RAGHAVENDRA SAI V V; SAUMENDRA KUMAR BAJPAI; SHUVRANGSU DAS,
AS3050,YY,Flight Dynamics II,12,No,,Devaprakash Muniraj,
AS4600+,YY,Project I,13,Yes,CG,MURTHY H S N,
BT3900,YY,Industrial Training (Summer),0,No,,NINITHA A J,
BT4811,YY,Undergraduate Research in Biological Sciences,9,No,,ATHI NARAYANAN N,CGPA of 8.0 and above
BT7999,YY,Special Topics in Biotechnology,9,No,,SANJIB SENAPATI,Nil
CE2040,YY,Hydraulic Engineering,11,No,,VENU CHANDRA,
CE4060,YY,Under graduate Project II,14,Yes,SI,NIKHIL BUGALIA IITM,CE4050
CE5033W,YY,Earthquake Resistant Design of Bridges,9,No,,RUPEN GOSWAMI,
CE5336,YY,Professional Ethics in Engineering Practice,9,No,,RAMAMURTHY K,
CE6121,YY,Project - Summer term (Building Technology and Construction Management),20,No,,SIVAKUMAR PALANIAPPAN,
CE6291,YY,Project - Summer Term (Environmental Engineering),20,No,,Mathava Kumar S,
CE6431,YY,Project - Summer term (Geotechnical Engineering),20,No,,DALI NAIDU ARNEPALLI,
CE6491,YY,Project - Summer Term (Hydraulics and Water Resources Engineering),20,No,,VENU CHANDRA,
CE6691,YY,Project - Summer term (Structural Engineering),20,No,,SARAVANAN U,
CE6931,YY,Project - Summer term (Transportation Engineering),20,No,,Atul Narayan S P,
CE7999,YY,Special topics in Civil Engineering,6,No,,BENNY RAPHAEL,
CE7999,YY,Special topics in Civil Engineering,9,No,,BENNY RAPHAEL,Nil
CH4902,YY,Undergraduate Research 2,9,Yes,SI,RAVI KRISHNA R,
CH5027,YY,Principles of  Thermal Processing and Packaging in Food Industries,9,No,,TANMAY BASAK,
CH5170,YY,Process Optimization,9,No,,NIKET KAISARE,NIL
CH6999,YY,Special Topics in Chemical Engineering,9,No,,NIKET KAISARE,Nil
CS3666,YY,Industrial Training,0,Yes,CG,MANIKANDAN,
CS6040,YY,Router Architectures and Algorithms,12,No,,KRISHNA M SIVALINGAM,
CS7999,YY,Special Topics in Computer Science and Engineering,6,No,,KRISHNA NANDIVADA V,
CS7999,YY,Special Topics in Computer Science and Engineering,9,No,,KRISHNA NANDIVADA V,Nil
CY5018,YY,Chemical Bonding and Group Theory,9,No,,YAMIJALA S R K CHAITANYA SHARMA,COT
CY5023,YY,Organic Chemistry Laboratory,3,No,,BEERAIAH BAIRE; JEGANMOHAN M; MAHIUDDIN BAIDYA; MURALEEDHARAN K M,COT
DA5412,YY,Project - 3,15,No,,RAVINDRAN B,
ED5900,YY,Project II,11,No,,SHANKAR RAM C S,
EE3500,YY,Industrial Training (summer),0,Yes,ST,ARUN PACHAI KANNU,
EE6901,YY,M.Tech Project 1,25,No,,SHANTI BHATTACHARYA,
EE7999,YY,Special Topics in Electrical Engineering,6,No,,SUDHARSANAN SRINIVASAN,
EE7999,YY,Special Topics in Electrical Engineering,9,No,,SUDHARSANAN SRINIVASAN,
EP4040,YY,Seminar,3,No,,Abhishek Misra; SETHUPATHI K,NILL
GN5003,YY,Personal and Professional Growth,0,No,,VIJAYALAKSHMI V,
GN6106,YY,"Happiness, Habits and Success",9,Yes,ST,SIVAKUMAR M S,
HS5000,YY,Engineering Ethics,9,No,,SATYA SUNDAR SETHY,
HS5020,YY,Gender and Development,12,No,,BINITHA V THAMPI,
HS5021,YY,Conflict and Economic Interdependence,12,No,,JOE THOMAS KARACKATTU,
HS5505,YY,Foundations of Social and Political Thought,10,Yes,SI,SUDHIR CHELLA RAJAN,
HS5612,YY,"Contexts, Politics, and Ideas: An Introduction to Ideologies",9,No,,MATHANGI KRISHNAMURTHY,
HS5660,YY,Literature and Embodiment ,9,No,,Avishek Parui,
HS5855,YY,"Memory, History and Literature ",10,No,,Avishek Parui,Introductory courses on English Studies and Cultural Studies
HS5980,YY,Project,24,No,,BINITHA V THAMPI,
HS6160,YY,The Literature of Environmental Justice,12,No,,SWARNALATHA R,
HS7008,YY,State and Development in Modern China,12,No,,JOE THOMAS KARACKATTU,State and Development
ID1200,YY,Ecology and Environment,0,No,,Rajnish Kumar,
ID5025,YY,Geophysical Fluid Dynamics,9,No,,ARJUN JAGANNATHAN,Introductory level courses on Fluid Mechanics
ID5082,YY,IDDD QF Project Phase 2,10,No,,KRISHNA PRASANA P,
ID5491,YY,Project II,30,No,,RAVINDRAN B,
ID5590,YY,Project I,15,No,,SATYANARAYANAN S,
ID5841,YY,Quantum Computing Lab,3,Yes,SI,Prabha Mandayam,PH5840
ID6106,YY,Materials for energy storage and conversion,9,No,,TIJU THOMAS,
MD5013,YY,Foundations of Mathematics for Clinicians,12,No,,PRADEEBA SRIDAR,
ME6332,YY,Mechatronic Systems,9,No,,MANIVANNAN P V,
MM4020,YY,Industrial Training,0,No,,AJAY KUMAR SHUKLA; SUBRAMANYA SARMA V,
MM5021,YY,Deformation and Failure of Materials at Elevated Temperatures,9,No,,RAVI SANKAR K,NIL
MS4810,YY,Marketing for Successful Startups,9,Yes,SI,RICHA AGRAWAL,
MS5006,YY,Fintech and Block Chain Technologies,6,No,,KRISHNA PRASANA P,
MS6031,YY,Data Analysis for Research,6,No,,AMIT R K,
MS7037,YY,Technological Trends in the Manufacturing of Discrete Products,6,No,,BALAKRISHNA RAO,
OE3026,YY,Shipyard Training,6,Yes,SI,Vijayakumar R,
OE5005,YY,Marine Autonomous Vehicles,10,No,,Abhilash,Programming
OE5190,YY,Practical Training,16,No,,PANNEER SELVAM R,
OE7999,YY,Special Topics in Ocean Engineering,6,No,,ANANTHAKRISHNAN P,COT
PH5230,YY,Seminar,3,Yes,SI,Panchanana Khuntia,
PH5360,YY,Project,40,Yes,SI,PRAHALLAD PADHAN,
PH5360*,YY,Project,25,Yes,SI,SOMNATH CHANDA ROY,
PH5363,YY,Project III,40,No,,MANU JAISWAL,
PH5400*,YY,Comprehensive Viva Voce,2,Yes,SI,GANESAN A R,
PH5942,YY,Project II,12,Yes,SI,Jayeeta Bhattacharyya,
RC0026A,YY,Research Credits,48,No,,SATADAL GHOSH,
RCMACEA,YY,Comprehensive Examination,48,No,,ARINDAMA SINGH,
RCMASM1A,YY,Seminar 1,48,No,,ARINDAMA SINGH,
RCMASM2A,YY,Seminar 2,48,No,,ARINDAMA SINGH,
AM5450,Z ,Fundamentals of Finite Element Analysis,9,Yes,ST,AROCKIARAJAN A,
AS4545,Z ,Undergraduate Research,9,No,,RAMAKRISHNA P A,
BT2041,Z ,Principles of Bioprocess Engineering,9,No,,VIGNESH MUTHUVIJAYAN,BT1020
BT5911,Z ,Project,0,No,,SATHYANARAYANA N GUMMADI,
CY5021,Z ,Introductory Computational Chemistry Laboratory,3,No,,SOUMEN GHOSH; SUBRAMANIAN V,COT
CY5022,Z ,Inorganic Chemistry Laboratory,3,No,,ARNAB RIT; KARTIK CHANDRA MONDAL,NIL
HS6350,Z ,Science & Technology in Independent India,12,No,,SATYA SUNDAR SETHY,
HS7100,Z ,Contemporary Analytic Philosophy ,9,No,,SATYA SUNDAR SETHY,
ID5100,Z ,Carbon Neutral Energy Technology (CNET) Lab,9,No,,SATYANARAYANAN S,
ID5591,Z ,Project II,30,No,,KRISHNA VASUDEVAN,
MM4030,Z ,Undergraduate Research in Materials - 2,10,No,,TIJU THOMAS,Undergraduate Research in Materials - 1
MM6033,Z ,"GIAN :2411047 Materials Informatics:Fingerprints, graph neural networks and transformers based models for materials design",3,No,,ROHIT BATRA,
AE6999,ZZ,Special Topics in Aerospace Engineering,6,No,,MURTHY H S N,
AE6999,ZZ,Special Topics in Aerospace Engineering,9,No,,MURTHY H S N,Nil
AM5200,ZZ,Summer Industrial Internship,15,No,,ARUL PRAKASH K; Anubhab Roy; GANESH TAMADAPU; RAGHAVENDRA SAI V V; SAUMENDRA KUMAR BAJPAI; SHUVRANGSU DAS,
AM5230,ZZ,Clinical Practice Observations in Hospitals,5,No,,ARUN KUMAR THITTAI; RAMAKRISHNAN S,Biomedical Instrumentation Course
AM5801,ZZ,Computational Laboratory,5,No,,PRASAD PATNAIK B S V,
AM5801,ZZ,Computational Laboratory,5,Yes,SI,KANNABIRAN SESHASAYANAN,
AM6021,ZZ,Introduction to Research,0,No,,SIVAKUMAR M S,NIL
AS3020,ZZ,Aerospace Structures,11,No,,SRIRAM P,
AS4600,ZZ,Project II,14,Yes,CG,MURTHY H S N,
AS5040W,ZZ,Flight Mechanics,12,No,,SAMEEN A,
BT4813,ZZ,Undergraduate Research in Computational Biology,9,No,,SANTHOSH,CGPA of 8.0 and above
BT6021,ZZ,Introduction to Research,0,No,,MAMATA BHASKARA BANGERA; SNIGDHA ROY BARMAN; SUBRAMANIAM K,NIL
CE1020,ZZ,Functional Design of Buildings,6,Yes,SI,RAMAMURTHY K,NIL
CE4902,ZZ,Undergraduate Research - II,9,Yes,SI,KEERTHANA KIRUPAKARAN,Students should have a CGPA > 8.0 without any backlogs
CE5020W,ZZ,Analysis of Bridges,12,No,,MEHER PRASAD A,
CE5042W,ZZ,Materials and Construction Technologies in Bridge Engineering,9,No,,ARITRA PAL; MANU SANTHANAM; RADHAKRISHNA G  PILLAI,
CE5332,ZZ,Special Topics in Metro Engineering,9,No,,ROBINSON R G; SUBHADEEP BANERJEE,NIL
CE6021,ZZ,Introduction to Research,0,No,,ASLAM KUNHI MOHAMED; SIVAKUMAR PALANIAPPAN,NIL
CH3021,ZZ,CRE LAB,5,No,,RAVI KRISHNA R,As per rule
CH4999,ZZ,Undergraduate Research,9,Yes,SI,RAVI KRISHNA R,
CH5060,ZZ,Seminar,3,No,,RAVI KRISHNA R,
CH5090,ZZ,Bioprocess Engineering,9,No,,TANMAY BASAK,
CH6021,ZZ,Introduction to Research,0,No,,RAVI KRISHNA R,NIL
CH6021,ZZ,Introduction to Research,0,Yes,SI,RAVI KRISHNA R,NIL
CS4900,ZZ,Undergraduate Research in Computer Science - I,12,Yes,CG,Aishwarya; Nishad,"CS2800, CS2810, CS2600, CS2610, CS2200"
CS4910,ZZ,Undergraduate Research in Computer Science - II,12,Yes,CG,Akanksha Agrawal; YADU VASUDEV,CS4900
CS5030,ZZ,Automated Program Verification,12,No,,KARTIK NAGAR,"CS2200 or equivalent, CS2700 or equivalent"
CS6300,ZZ,Speech Technology,12,No,,HEMA A MURTHY,CS5691 or equivalent
CY5021,ZZ,Introductory Computational Chemistry Laboratory,3,No,,KRISHNA REDDY NANDIPATI; SOUMEN GHOSH; YAMIJALA S R K CHAITANYA SHARMA,COT
CY6021,ZZ,Introduction to Research,0,No,,JEGANMOHAN M; RAMESH GARDAS; SUNDARGOPAL GHOSH,COT
ED5018,ZZ,Business Excellence and Quality Management,9,Yes,SI,VENKATESH BALASUBRAMANIAN,
ED5022,ZZ,Design Thinking Strategies for Road Safety,9,Yes,SI,VENKATESH BALASUBRAMANIAN,Eligible to take 5xxx level courses
ED6021,ZZ,Introduction to Research,0,No,,Nirav Patel; SHANKAR RAM C S,NIL
ED6999,ZZ,Special Topics in Engineering Design,6,No,,SHANKAR RAM C S,
ED7999,ZZ,Special Topics in Engineering Design,6,No,,SHANKAR RAM C S,
EE5004,ZZ,Seminar on the history of Electrical Engineering,3,Yes,ST,DELEEP R NAIR,
EE5120,ZZ,Applied Linear Algebra I for EE,12,No,,ARUN PACHAI KANNU,
EE5203,ZZ,Switched Mode Power Conversion,9,No,,LAKSHMINARASAMMA N,
EE5312,ZZ,VLSI Technology,12,No,,NANDITA DAS GUPTA,EE3301
GN5004,ZZ,Research Skills ,3,No,,PREETI AGHALAYAM; RAGHUNATHAN RENGASAMY,
GN6106,ZZ,"Happiness, Habits and Success",9,Yes,ST,SIVAKUMAR M S,
HS5970,ZZ,Project,12,No,,SOLOMON J BENJAMIN; UMASANKAR PATRA,
HS7009,ZZ,Political-economy of modern China,12,No,,JOE THOMAS KARACKATTU,China in contemporary global politics
ID4100,ZZ,Creative Engineering Project,9,No,,Nirav Patel; SIVAKUMAR M S,COT
ID4200,ZZ,Creative Engineering Project II,18,No,,Jayaganthan,COT
ID5081,ZZ,IDDD QF Project Phase 1,12,No,,KRISHNA PRASANA P,
ID5083,ZZ,IDDD QF project Phase 3,45,No,,THENMOZHI M,
ID5591,ZZ,Project II,30,No,,SATYANARAYANAN S,
ID5790,ZZ,Project I,25,No,,Prabha Mandayam,
MA5260,ZZ,Seminar,6,No,,NEELESH S UPADHYE,
MA5261,ZZ,Programming Lab,6,Yes,SI,Priyanka Shukla,
ME4901,ZZ,Undergraduate Research Project,9,Yes,CG,CHANDRAMOULI P,
ME7792W,ZZ,Project 2,80,No,,ANAND K; MANIVANNAN P V,
MM3014,ZZ,Undergraduate Research in Materials - 1,5,Yes,CG,Satyesh,Listed under Contents.
MM3014,ZZ,Undergraduate Research in Materials - 1,5,Yes,ST,Satyesh,Listed under Contents.
MM4030,ZZ,Undergraduate Research in Materials - 2,10,Yes,CG,Satyesh,Undergraduate Research in Materials - 1
MM4030,ZZ,Undergraduate Research in Materials - 2,10,Yes,ST,Satyesh,Undergraduate Research in Materials - 1
MM6021,ZZ,Introduction to Research,0,No,,BHUVANESH SRINIVASAN; ROHIT BATRA,NIL
MS4110,ZZ,Quantitative Methods for Operations,9,No,,RAHUL MARATHE,
MS5014,ZZ,Managerial Economics,9,No,,SAJI MATHEW,
MS5032,ZZ,Financial Markets and Derivatives,12,No,,KRISHNA PRASANA P,
MS7038,ZZ,The Future of Manufacturing Business ,6,No,,AMIT R K,
MS7999,ZZ,Special Topics in Management Studies,9,No,,THENMOZHI M,
OE5555,ZZ,Summer training in computer modeling and simulation,10,No,,NARENDRAN K; POGULURI SUNNY KUMAR; VIJAY K G,
OE6021,ZZ,Introduction to Research,0,No,,ABDUS SAMAD,NIL
OE6999,ZZ,Special Topics in Ocean Engineering,6,No,,ANANTHAKRISHNAN P,COT
PE6201,ZZ,MTech Petroleum Engineering Project - Phase I,20,No,,BARASHA DEKA; SHANMUGAM P; SURESH KUMAR G,
PE6202,ZZ,MTech Petroleum Engineering Project - Phase II,40,No,,BARASHA DEKA; SHANMUGAM P; SURESH KUMAR G,
PH4999,ZZ,Undergraduate Research Project,9,No,,RANJIT KUMAR NANDA,COT
PH5223,ZZ,Project,40,Yes,SI,GANESAN A R,
PH5240,ZZ,Viva Voce,6,Yes,SI,SUNETHRA RAMANAN,
PH5380,ZZ,Seminar,3,Yes,SI,PRAHALLAD PADHAN,
PH5400,ZZ,Viva Voce,3,No,,RAJESH NARAYANAN,
PH5910,ZZ,Mini Project,9,Yes,SI,RAJESH NARAYANAN,
